HC,"[2.777048000000004e-05, 2.7627959999998453e-05, 2.7638139999999202e-05, 2.7617779999997703e-05, 2.777048000000004e-05, 2.777048000000004e-05, 3.028493999999826e-05, 3.0091519999997374e-05, 3.101789999999882e-05, 3.2962279999997343e-05, 3.3094619999998185e-05, 3.330839999999835e-05, 3.4244959999998325e-05, 3.4244959999998325e-05]"
PAX,"[-0.009999000000000001, -0.009999000000000001, -0.01, -0.01, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001, -0.009999000000000001]"
RVN,"[-5.910240000000025e-07, -5.926480000000185e-07, -5.925320000000136e-07, -5.927640000000234e-07, -5.910240000000025e-07, -6.910239999999984e-07, -6.623720000000117e-07, -6.645760000000174e-07, -9.540200000000311e-07, -8.318640000000086e-07, -8.303559999999973e-07, -8.279200000000167e-07, -8.172480000000204e-07, -8.172480000000204e-07]"
DCR,"[-3.986920000000893e-05, -4.134340000002013e-05, -4.123810000002948e-05, -4.144870000002854e-05, -3.986920000000893e-05, -3.986920000000893e-05, -1.3860100000009368e-05, -1.5860800000027097e-05, -6.278500000025389e-06, 1.3833799999964924e-05, 1.520269999998547e-05, 1.7413999999966735e-05, 2.7101599999976854e-05, 2.7101599999976854e-05]"
MITH,"[7.026200000000062e-07, 7.019899999999995e-07, 7.020350000000019e-07, 7.019449999999972e-07, 7.026200000000062e-07, 7.026200000000062e-07, 7.137350000000018e-07, 7.128800000000008e-07, 7.169749999999964e-07, 7.2557e-07, 7.261550000000044e-07, 7.271000000000014e-07, 7.312399999999993e-07, 7.312399999999993e-07]"
BCH,"[-0.0005024299999999471, -2.3239999998736495e-06, -2.6599999984000535e-07, -4.381999999907294e-06, -0.0002677284000000668, -0.0002677284000000668, 0.00024062229999969987, -0.00016364320000008091, -8.21170000000393e-05, -0.0012889244000001555, -0.0012621626000000675, -0.00047806600000001255, 0.0006113895999999386, 0.0003996951999999965]"
BSV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
REN,"[5.716784000000252e-06, 5.688167999999827e-06, 5.902120000000899e-07, 5.861239999999101e-07, 6.167840000004255e-07, -1.4988879999996985e-06, 3.237818000000059e-06, 5.82815999999875e-07, -1.05671500000043e-06, 4.24268399999983e-06, 4.861040000000983e-07, -1.170720000000236e-06, -9.815680000002658e-07, -9.815680000002658e-07]"
BTT,"[-3.055e-06, -3.055e-06, -3.053e-06, -3.053e-06, -3.056e-06, -3.056e-06, -3.056e-06, -3.056e-06, -3.057e-06, -3.057e-06, -3.057e-06, -3.057e-06, -3.06e-06, -3.0590000000000003e-06]"
ONG,"[3.376800000023938e-08, 1.9236000000089072e-08, 2.027400000007007e-08, 1.8197999999969294e-08, 3.376800000023938e-08, 3.376800000023938e-08, 2.901540000001257e-07, 2.704320000000704e-07, 3.648900000000066e-07, 5.631479999999855e-07, 5.766420000001549e-07, 5.984400000000334e-07, 6.939360000000893e-07, 6.939360000000893e-07]"
FET,"[1.0194000000005032e-07, 9.612999999998595e-08, 9.654499999997568e-08, 9.571499999999622e-08, 1.0194000000005032e-07, 1.0194000000005032e-07, -8.536379999999483e-07, -8.615039999999852e-07, -8.238299999999837e-07, -7.447559999999853e-07, -2.43937399999998e-06, -2.43068000000006e-06, -2.3925920000000127e-06, -2.3925920000000127e-06]"
CELR,"[8.209600000000112e-08, 8.159199999999839e-08, 8.162799999999765e-08, 8.155599999999479e-08, 8.209600000000112e-08, 8.209600000000112e-08, -9.012000000002685e-09, -2.0969600000000228e-07, -2.0642000000000404e-07, -1.9954400000000548e-07, -1.9907600000000201e-07, -1.9832000000000444e-07, -1.950080000000026e-07, -1.950080000000026e-07]"
MATIC,"[-3.462400000000046e-07, -3.484800000000052e-07, -3.4832000000002e-07, -3.48640000000025e-07, -3.462400000000046e-07, -3.462400000000046e-07, -3.067199999999895e-07, -3.0976000000002e-07, -2.952000000000163e-07, 7.937059999999982e-07, -2.625599999999881e-07, -1.59200000000026e-07, -1.444800000000024e-07, -1.444800000000024e-07]"
ATOM,"[-1.1839000000000155e-05, -1.2465500000011787e-05, -5.2420749999999574e-05, -7.366667000000327e-05, -7.299571999999977e-05, -7.299571999999977e-05, -4.1947410000000574e-05, 2.0686559999996134e-05, 4.592554999999443e-05, -1.259843999999788e-05, -1.2015259999991202e-05, 8.126200000000417e-05, 8.539279999999927e-05, 8.539279999999927e-05]"
TFUEL,"[8.395679999999989e-07, 8.483360000000051e-07, 8.484240000000005e-07, 8.482480000000098e-07, 8.495680000000088e-07, 8.495680000000088e-07, 8.713040000000137e-07, 8.696319999999987e-07, 8.776400000000059e-07, 8.944479999999956e-07, 8.955920000000041e-07, 8.974400000000098e-07, 9.05535999999995e-07, 9.05535999999995e-07]"
ONE,"[2.291119999999966e-07, 2.2852399999999557e-07, 2.2856599999999255e-07, 2.2848199999998994e-07, 2.291119999999966e-07, 2.291119999999966e-07, 2.3948599999999537e-07, 2.3868799999999214e-07, 2.425099999999944e-07, 2.505319999999891e-07, 2.510780000000018e-07, 2.519599999999903e-07, 2.5582399999999823e-07, 2.5582399999999823e-07]"
